firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,gameDate
Josh,Green,1630182,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,11.17,3.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,-6.0,2025-12-23
Anthony,Gill,1630264,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2025-12-23
Ziaire,Williams,1630533,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,17.57,9.0,0.0,0.0,1.0,5.0,1.0,0.2,5.0,1.0,0.2,6.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.0,2025-12-23
Tre,Mann,1630544,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,11.38,3.0,1.0,0.0,0.0,5.0,1.0,0.2,5.0,1.0,0.2,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,-7.0,2025-12-23
Day'Ron,Sharpe,1630549,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,20.44,9.0,6.0,0.0,1.0,5.0,3.0,0.6,1.0,1.0,1.0,2.0,2.0,1.0,6.0,5.0,11.0,3.0,0.0,16.0,2025-12-23
Justin,Champagnie,1630551,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,19.28,10.0,0.0,0.0,0.0,7.0,5.0,0.714,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,3.0,0.0,-7.0,2025-12-23
Corey,Kispert,1630557,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,13.27,9.0,3.0,0.0,0.0,8.0,3.0,0.375,4.0,1.0,0.25,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2025-12-23
Jalen,Wilson,1630592,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-23
Malaki,Branham,1631103,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,5.46,2.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,-7.0,2025-12-23
Jabari,Walker,1631133,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,12.46,5.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,-5.0,2025-12-23
Tyrese,Martin,1631213,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,12.09,7.0,1.0,0.0,0.0,4.0,2.0,0.5,3.0,2.0,0.667,2.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,-2.0,2025-12-23
Moussa,Diabate,1631217,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,35.44,12.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,18.0,2.0,0.0,38.0,2025-12-23
Brandon,Miller,1641706,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,30.17,20.0,4.0,2.0,0.0,17.0,8.0,0.471,10.0,4.0,0.4,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,32.0,2025-12-23
Noah,Clowney,1641730,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,28.19,13.0,1.0,1.0,2.0,12.0,4.0,0.333,8.0,2.0,0.25,4.0,3.0,0.75,1.0,0.0,1.0,5.0,2.0,10.0,2025-12-23
Bilal,Coulibaly,1641731,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,23.26,14.0,1.0,1.0,0.0,13.0,5.0,0.385,9.0,3.0,0.333,2.0,1.0,0.5,3.0,2.0,5.0,0.0,1.0,-11.0,2025-12-23
Adem,Bona,1641737,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,18.37,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,6.0,2025-12-23
Tristan,Vukcevic,1641774,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2025-12-23
Johni,Broome,1641780,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2025-12-23
Alex,Sarr,1642259,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,24.36,7.0,1.0,4.0,1.0,6.0,2.0,0.333,1.0,0.0,0.0,4.0,3.0,0.75,7.0,4.0,11.0,3.0,0.0,-11.0,2025-12-23
Bub,Carrington,1642267,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,15.11,6.0,2.0,0.0,0.0,3.0,2.0,0.667,3.0,2.0,0.667,0.0,0.0,0.0,4.0,1.0,5.0,4.0,1.0,-4.0,2025-12-23
Jared,McCain,1642272,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,39.14,10.0,4.0,0.0,2.0,11.0,3.0,0.273,3.0,1.0,0.333,4.0,3.0,0.75,8.0,1.0,9.0,1.0,2.0,-7.0,2025-12-23
Kyshawn,George,1642273,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,31.21,2.0,6.0,0.0,0.0,9.0,1.0,0.111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,-20.0,2025-12-23
Tidjane,Salaun,1642275,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,21.36,11.0,1.0,1.0,1.0,11.0,4.0,0.364,3.0,1.0,0.333,3.0,2.0,0.667,5.0,1.0,6.0,0.0,0.0,-9.0,2025-12-23
Hunter,Sallis,1642282,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2025-12-23
Justin,Edwards,1642348,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,20.25,4.0,0.0,0.0,1.0,5.0,1.0,0.2,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,-9.0,2025-12-23
AJ,Johnson,1642358,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,2.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2025-12-23
Tre,Johnson,1642848,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,21.25,12.0,2.0,0.0,1.0,12.0,5.0,0.417,7.0,2.0,0.286,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,10.0,2025-12-23
Nolan,Traore,1642849,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,14.25,5.0,2.0,0.0,0.0,3.0,2.0,0.667,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,2025-12-23
Kon,Knueppel,1642851,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,28.26,19.0,2.0,0.0,0.0,15.0,7.0,0.467,9.0,5.0,0.556,2.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,13.0,2025-12-23
Egor,Demin,1642856,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,33.28,20.0,5.0,0.0,0.0,11.0,6.0,0.545,9.0,5.0,0.556,3.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,5.0,2025-12-23
Will,Riley,1642860,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,2.16,2.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2025-12-23
Liam,McNeeley,1642862,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2025-12-23
Danny,Wolf,1642874,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,21.51,3.0,2.0,0.0,1.0,9.0,1.0,0.111,3.0,1.0,0.333,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,1.0,2025-12-23
Ben,Saraf,1642879,22500410,2025-12-23 14:00:00,Brooklyn,Nets,Philadelphia,76ers,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-23
Sion,James,1642883,22500409,2025-12-23 14:00:00,Charlotte,Hornets,Washington,Wizards,,,,,1,1,23.45,13.0,4.0,0.0,1.0,5.0,2.0,0.4,2.0,1.0,0.5,8.0,8.0,1.0,1.0,3.0,4.0,2.0,0.0,-7.0,2025-12-23
Kyle,Lowry,200768,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,10.13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2025-12-23
Eric,Gordon,201569,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,17.06,12.0,0.0,1.0,1.0,8.0,4.0,0.5,6.0,3.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,-6.0,2025-12-23
Paul,George,202331,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,33.08,19.0,2.0,2.0,4.0,14.0,5.0,0.357,7.0,2.0,0.286,8.0,7.0,0.875,4.0,0.0,4.0,3.0,3.0,0.0,2025-12-23
Andre,Drummond,203083,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,16.34,12.0,0.0,0.0,0.0,10.0,5.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,5.0,8.0,13.0,1.0,1.0,-10.0,2025-12-23
Khris,Middleton,203114,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,21.51,16.0,1.0,0.0,1.0,10.0,5.0,0.5,3.0,1.0,0.333,5.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,-12.0,2025-12-23
CJ,McCollum,203468,22500409,2025-12-23 14:00:00,Washington,Wizards,Charlotte,Hornets,,,,,0,0,33.17,14.0,4.0,1.0,0.0,17.0,5.0,0.294,5.0,1.0,0.2,4.0,3.0,0.75,5.0,1.0,6.0,1.0,0.0,-17.0,2025-12-23
Joel,Embiid,203954,22500410,2025-12-23 14:00:00,Philadelphia,76ers,Brooklyn,Nets,,,,,0,1,31.28,27.0,4.0,2.0,0.0,13.0,8.0,0.615,1.0,1.0,1.0,12.0,10.0,0.833,5.0,1.0,6.0,5.0,3.0,1.0,2025-12-23
Tyus,Jones,1626145,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,25.57,7.0,4.0,0.0,4.0,6.0,2.0,0.333,3.0,1.0,0.333,2.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,2025-12-22
Buddy,Hield,1627741,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,3.16,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,2025-12-22
Caris,LeVert,1627747,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,18.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,10.0,2025-12-22
Gary,Payton II,1627780,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,10.2,7.0,5.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.25,2.0,2.0,4.0,2.0,1.0,5.0,2025-12-22
Jonathan,Isaac,1628371,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,12.52,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.25,2.0,2.0,4.0,0.0,0.0,-10.0,2025-12-22
Wendell,Carter Jr.,1628976,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,28.44,9.0,2.0,0.0,0.0,8.0,3.0,0.375,3.0,0.0,0.0,4.0,3.0,0.75,2.0,2.0,4.0,2.0,1.0,-1.0,2025-12-22
De'Anthony,Melton,1629001,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,15.3,4.0,1.0,0.0,2.0,6.0,1.0,0.167,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2025-12-22
Goga,Bitadze,1629048,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,14.29,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,-16.0,2025-12-22
Robert,Williams III,1629057,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,14.24,8.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,5.0,2.0,0.0,-8.0,2025-12-22
Duncan,Robinson,1629130,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,31.37,15.0,4.0,0.0,0.0,14.0,4.0,0.286,11.0,3.0,0.273,6.0,4.0,0.667,2.0,0.0,2.0,3.0,0.0,2.0,2025-12-22
Matisse,Thybulle,1629680,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22
Javonte,Green,1629750,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,23.34,6.0,1.0,0.0,2.0,7.0,2.0,0.286,5.0,1.0,0.2,2.0,1.0,0.5,3.0,2.0,5.0,3.0,0.0,-8.0,2025-12-22
Deni,Avdija,1630166,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,38.55,18.0,9.0,1.0,0.0,12.0,4.0,0.333,4.0,1.0,0.25,15.0,9.0,0.6,8.0,0.0,8.0,1.0,3.0,-7.0,2025-12-22
Isaiah,Stewart,1630191,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,20.34,3.0,0.0,3.0,0.0,3.0,1.0,0.333,1.0,0.0,0.0,2.0,1.0,0.5,2.0,2.0,4.0,1.0,0.0,-14.0,2025-12-22
Paul,Reed,1630194,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2025-12-22
Desmond,Bane,1630217,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,33.03,20.0,3.0,2.0,0.0,16.0,8.0,0.5,2.0,2.0,1.0,3.0,2.0,0.667,3.0,1.0,4.0,2.0,2.0,-10.0,2025-12-22
Jonathan,Kuminga,1630228,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22
Pat,Spencer,1630311,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,12.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2025-12-22
Moses,Moody,1630541,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,32.25,20.0,3.0,2.0,0.0,11.0,8.0,0.727,6.0,3.0,0.5,1.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,23.0,2025-12-22
Cade,Cunningham,1630595,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,25.53,14.0,9.0,0.0,1.0,9.0,6.0,0.667,2.0,1.0,0.5,2.0,1.0,0.5,5.0,1.0,6.0,6.0,5.0,11.0,2025-12-22
Gui,Santos,1630611,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,10.07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,2025-12-22
Jaden,Ivey,1631093,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,17.58,11.0,1.0,0.0,2.0,8.0,5.0,0.625,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2025-12-22
Paolo,Banchero,1631094,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,34.03,21.0,7.0,0.0,0.0,19.0,7.0,0.368,4.0,0.0,0.0,8.0,7.0,0.875,11.0,1.0,12.0,2.0,4.0,-8.0,2025-12-22
Shaedon,Sharpe,1631101,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,34.32,25.0,2.0,0.0,5.0,21.0,11.0,0.524,6.0,1.0,0.167,3.0,2.0,0.667,1.0,2.0,3.0,2.0,8.0,-10.0,2025-12-22
Jalen,Duren,1631105,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,23.37,26.0,2.0,2.0,1.0,15.0,11.0,0.733,0.0,0.0,0.0,6.0,4.0,0.667,4.0,6.0,10.0,4.0,0.0,16.0,2025-12-22
Caleb,Love,1631126,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,18.03,5.0,4.0,0.0,0.0,5.0,1.0,0.2,3.0,0.0,0.0,4.0,3.0,0.75,3.0,0.0,3.0,1.0,1.0,-2.0,2025-12-22
Kris,Murray,1631200,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,27.55,5.0,0.0,0.0,0.0,4.0,2.0,0.5,3.0,1.0,0.333,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,-7.0,2025-12-22
Marcus,Sasser,1631204,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22
Trayce,Jackson-Davis,1631218,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,12.19,4.0,0.0,1.0,0.0,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,8.0,2025-12-22
Jamal,Cain,1631288,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,4.47,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-6.0,2025-12-22
Sidy,Cissoko,1631321,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,27.01,16.0,3.0,0.0,1.0,8.0,3.0,0.375,5.0,0.0,0.0,13.0,10.0,0.769,2.0,1.0,3.0,3.0,3.0,11.0,2025-12-22
Ausar,Thompson,1641709,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,27.5,18.0,3.0,0.0,3.0,16.0,8.0,0.5,0.0,0.0,0.0,4.0,2.0,0.5,7.0,5.0,12.0,5.0,2.0,11.0,2025-12-22
Anthony,Black,1641710,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,30.32,19.0,3.0,1.0,0.0,12.0,8.0,0.667,5.0,2.0,0.4,3.0,1.0,0.333,4.0,2.0,6.0,5.0,2.0,-16.0,2025-12-22
Rayan,Rupert,1641712,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,10.36,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,2025-12-22
Jett,Howard,1641724,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,18.1,2.0,2.0,0.0,0.0,4.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,-21.0,2025-12-22
Toumani,Camara,1641739,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,29.23,8.0,0.0,0.0,0.0,9.0,3.0,0.333,6.0,2.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,6.0,3.0,-5.0,2025-12-22
Brandin,Podziemski,1641764,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,27.3,16.0,5.0,1.0,1.0,10.0,6.0,0.6,6.0,2.0,0.333,3.0,2.0,0.667,3.0,1.0,4.0,4.0,2.0,36.0,2025-12-22
Duop,Reath,1641871,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,5.39,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,-12.0,2025-12-22
Donovan,Clingan,1642270,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,33.33,17.0,2.0,3.0,0.0,8.0,6.0,0.75,2.0,2.0,1.0,6.0,3.0,0.5,5.0,5.0,10.0,1.0,0.0,1.0,2025-12-22
Quinten,Post,1642366,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,25.11,8.0,4.0,1.0,0.0,10.0,4.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,4.0,0.0,10.0,2025-12-22
Daniss,Jenkins,1642450,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,13.49,5.0,3.0,0.0,0.0,7.0,2.0,0.286,3.0,1.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,-8.0,2025-12-22
Jase,Richardson,1642859,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,21.57,11.0,0.0,1.0,1.0,11.0,5.0,0.455,3.0,1.0,0.333,0.0,0.0,0.0,2.0,2.0,4.0,1.0,3.0,-21.0,2025-12-22
Noah,Penda,1642869,22500407,2025-12-22 17:00:00,Orlando,Magic,Golden State,Warriors,,,,,0,0,15.26,5.0,0.0,0.0,0.0,3.0,2.0,0.667,2.0,1.0,0.5,0.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,-6.0,2025-12-22
Hansen,Yang,1642905,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22
Will,Richard,1642954,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,12.57,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,-1.0,2025-12-22
Stephen,Curry,201939,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,31.09,26.0,6.0,0.0,2.0,23.0,10.0,0.435,13.0,4.0,0.308,2.0,2.0,1.0,3.0,0.0,3.0,1.0,3.0,17.0,2025-12-22
Jrue,Holiday,201950,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22
Tobias,Harris,202699,22500408,2025-12-22 17:00:00,Detroit,Pistons,Portland,Trail Blazers,,,,,1,0,33.01,12.0,4.0,1.0,1.0,14.0,5.0,0.357,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,17.0,2025-12-22
Jimmy,Butler III,202710,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,29.3,21.0,4.0,1.0,0.0,9.0,7.0,0.778,1.0,1.0,1.0,7.0,6.0,0.857,1.0,2.0,3.0,0.0,1.0,4.0,2025-12-22
Damian,Lillard,203081,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22
Draymond,Green,203110,22500407,2025-12-22 17:00:00,Golden State,Warriors,Orlando,Magic,,,,,1,1,17.46,9.0,2.0,0.0,0.0,5.0,4.0,0.8,1.0,0.0,0.0,3.0,1.0,0.333,6.0,1.0,7.0,1.0,1.0,-5.0,2025-12-22
Jerami,Grant,203924,22500408,2025-12-22 17:00:00,Portland,Trail Blazers,Detroit,Pistons,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22
