firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,gameDate
Jordan,McLaughlin,1629162,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Zion,Williamson,1629627,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,29.28,31.0,3.0,0.0,0.0,19.0,12.0,0.632,0.0,0.0,0.0,9.0,7.0,0.778,3.0,4.0,7.0,4.0,1.0,-6.0,2025-12-31
Keldon,Johnson,1629640,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,31.15,19.0,0.0,0.0,2.0,12.0,5.0,0.417,2.0,0.0,0.0,9.0,9.0,1.0,5.0,3.0,8.0,1.0,1.0,-10.0,2025-12-31
Jordan,Poole,1629673,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,26.11,26.0,2.0,0.0,0.0,14.0,6.0,0.429,10.0,4.0,0.4,10.0,10.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,2025-12-31
Isaac,Okoro,1630171,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,35.37,24.0,2.0,2.0,1.0,10.0,8.0,0.8,4.0,2.0,0.5,8.0,6.0,0.75,4.0,1.0,5.0,4.0,2.0,31.0,2025-12-31
Patrick,Williams,1630172,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,20.02,12.0,2.0,0.0,1.0,8.0,4.0,0.5,4.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2025-12-31
Saddiq,Bey,1630180,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,33.35,16.0,3.0,0.0,0.0,16.0,6.0,0.375,7.0,2.0,0.286,2.0,2.0,1.0,3.0,1.0,4.0,1.0,0.0,-11.0,2025-12-31
Jalen,Smith,1630188,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,26.2,14.0,1.0,2.0,1.0,11.0,5.0,0.455,5.0,1.0,0.2,3.0,3.0,1.0,11.0,3.0,14.0,3.0,1.0,21.0,2025-12-31
Tre,Jones,1630200,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,27.05,20.0,12.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,6.0,5.0,0.833,2.0,0.0,2.0,0.0,1.0,16.0,2025-12-31
Ayo,Dosunmu,1630245,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,24.4,12.0,6.0,1.0,0.0,11.0,3.0,0.273,6.0,2.0,0.333,4.0,4.0,1.0,3.0,1.0,4.0,1.0,0.0,2.0,2025-12-31
Lindy,Waters III,1630322,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Trey,Murphy III,1630530,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,33.35,15.0,5.0,1.0,0.0,15.0,6.0,0.4,11.0,3.0,0.273,0.0,0.0,0.0,6.0,0.0,6.0,3.0,4.0,-17.0,2025-12-31
Miles,McBride,1630540,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,25.52,21.0,2.0,0.0,0.0,12.0,7.0,0.583,9.0,4.0,0.444,3.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,-1.0,2025-12-31
Ariel,Hukporti,1630574,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,13.41,6.0,1.0,1.0,1.0,4.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,1.0,13.0,2025-12-31
Julian,Champagnie,1630577,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,36.1,36.0,0.0,1.0,0.0,17.0,11.0,0.647,17.0,11.0,0.647,3.0,3.0,1.0,6.0,0.0,6.0,1.0,1.0,24.0,2025-12-31
Jose,Alvarado,1630631,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Jeremy,Sochan,1631110,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Dalen,Terry,1631207,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,10.13,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,-14.0,2025-12-31
Karlo,Matkovic,1631255,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Victor,Wembanyama,1641705,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,23.43,31.0,1.0,1.0,0.0,12.0,10.0,0.833,2.0,2.0,1.0,10.0,9.0,0.9,11.0,2.0,13.0,3.0,3.0,17.0,2025-12-31
Jordan,Hawkins,1641722,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,14.25,5.0,0.0,0.0,0.0,7.0,2.0,0.286,4.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2025-12-31
Trey,Alexander,1641725,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Kevin,McCullar Jr.,1641755,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,8.21,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,-1.0,2025-12-31
Julian,Phillips,1641763,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Matas,Buzelis,1641824,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,27.01,19.0,2.0,0.0,1.0,17.0,8.0,0.471,9.0,2.0,0.222,4.0,1.0,0.25,5.0,1.0,6.0,4.0,0.0,11.0,2025-12-31
Trey,Jemison III,1641998,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Stephon,Castle,1642264,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,26.46,5.0,7.0,0.0,0.0,9.0,1.0,0.111,3.0,0.0,0.0,6.0,3.0,0.5,2.0,0.0,2.0,3.0,3.0,0.0,2025-12-31
Yves,Missi,1642274,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,22.41,3.0,0.0,3.0,2.0,3.0,1.0,0.333,0.0,0.0,0.0,3.0,1.0,0.333,4.0,2.0,6.0,2.0,0.0,-2.0,2025-12-31
Tyler,Kolek,1642278,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,15.07,3.0,6.0,0.0,0.0,3.0,1.0,0.333,2.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,14.0,2025-12-31
Pacome,Dadiet,1642359,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Dylan,Harper,1642844,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,16.2,2.0,0.0,0.0,1.0,6.0,1.0,0.167,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-17.0,2025-12-31
Jeremiah,Fears,1642847,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,22.32,5.0,4.0,0.0,0.0,8.0,2.0,0.25,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-18.0,2025-12-31
Derik,Queen,1642852,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,25.26,9.0,4.0,5.0,2.0,7.0,4.0,0.571,1.0,0.0,0.0,2.0,1.0,0.5,6.0,1.0,7.0,4.0,2.0,-19.0,2025-12-31
Carter,Bryant,1642868,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,7.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-19.0,2025-12-31
Micah,Peavy,1642877,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,14.11,6.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,-5.0,2025-12-31
Mohamed,Diawara,1642885,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,5.45,6.0,1.0,0.0,0.0,5.0,2.0,0.4,5.0,2.0,0.4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2025-12-31
DeAndre,Jordan,201599,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Bismack,Biyombo,202687,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Nikola,Vucevic,202696,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,33.3,17.0,5.0,0.0,0.0,13.0,7.0,0.538,5.0,2.0,0.4,2.0,1.0,0.5,8.0,0.0,8.0,2.0,0.0,6.0,2025-12-31
Harrison,Barnes,203084,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,25.45,7.0,4.0,0.0,0.0,6.0,2.0,0.333,1.0,0.0,0.0,4.0,3.0,0.75,4.0,2.0,6.0,2.0,2.0,16.0,2025-12-31
Kelly,Olynyk,203482,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,10.54,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,6.0,2025-12-31
Jordan,Clarkson,203903,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,24.17,20.0,2.0,0.0,0.0,17.0,8.0,0.471,6.0,4.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,5.0,2025-12-31
Devin,Booker,1626164,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,32.43,32.0,4.0,1.0,1.0,25.0,13.0,0.52,4.0,2.0,0.5,4.0,4.0,1.0,2.0,0.0,2.0,5.0,1.0,-12.0,2025-12-31
Royce,O'Neale,1626220,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,27.08,9.0,1.0,0.0,1.0,10.0,4.0,0.4,6.0,1.0,0.167,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,-16.0,2025-12-31
Lonzo,Ball,1628366,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Donovan,Mitchell,1628378,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,29.52,34.0,7.0,1.0,2.0,18.0,10.0,0.556,7.0,4.0,0.571,12.0,10.0,0.833,8.0,2.0,10.0,4.0,4.0,17.0,2025-12-31
Jarrett,Allen,1628386,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,26.36,16.0,3.0,0.0,0.0,12.0,7.0,0.583,0.0,0.0,0.0,2.0,2.0,1.0,8.0,3.0,11.0,0.0,2.0,18.0,2025-12-31
Dillon,Brooks,1628415,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,34.29,20.0,3.0,0.0,3.0,15.0,7.0,0.467,4.0,2.0,0.5,4.0,4.0,1.0,3.0,0.0,3.0,4.0,1.0,-13.0,2025-12-31
Thomas,Bryant,1628418,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,3.4,3.0,0.0,0.0,0.0,2.0,1.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2025-12-31
Nigel,Hayes-Davis,1628502,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,3.41,5.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,8.0,2025-12-31
Darius,Garland,1629636,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,28.59,19.0,6.0,0.0,1.0,13.0,7.0,0.538,7.0,2.0,0.286,3.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,15.0,2025-12-31
Dean,Wade,1629731,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,23.24,5.0,2.0,0.0,2.0,5.0,2.0,0.4,3.0,1.0,0.333,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,4.0,2025-12-31
Nick,Richards,1630208,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Sam,Merrill,1630241,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,22.47,16.0,1.0,0.0,0.0,14.0,6.0,0.429,9.0,4.0,0.444,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,14.0,2025-12-31
Isaiah,Livers,1630587,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,6.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,2025-12-31
Evan,Mobley,1630596,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,28.4,16.0,5.0,5.0,1.0,10.0,7.0,0.7,1.0,0.0,0.0,3.0,2.0,0.667,8.0,2.0,10.0,3.0,2.0,15.0,2025-12-31
Jordan,Goodwin,1630692,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,22.22,4.0,1.0,0.0,1.0,11.0,1.0,0.091,2.0,0.0,0.0,3.0,2.0,0.667,7.0,8.0,15.0,3.0,1.0,-11.0,2025-12-31
Mark,Williams,1631109,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,23.42,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,4.0,9.0,1.0,1.0,-12.0,2025-12-31
Jamaree,Bouyea,1631123,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,15.17,18.0,4.0,0.0,0.0,12.0,7.0,0.583,3.0,2.0,0.667,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,-4.0,2025-12-31
Collin,Gillespie,1631221,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,27.15,17.0,5.0,1.0,2.0,15.0,6.0,0.4,11.0,5.0,0.455,0.0,0.0,0.0,4.0,2.0,6.0,2.0,2.0,-17.0,2025-12-31
Nae'Qwan,Tomlin,1641772,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,12.36,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,-7.0,2025-12-31
Craig,Porter Jr.,1641854,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,28.32,2.0,2.0,1.0,1.0,3.0,1.0,0.333,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,2.0,0.0,8.0,2025-12-31
Jaylon,Tyson,1642281,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,31.13,18.0,3.0,0.0,0.0,16.0,7.0,0.438,6.0,3.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,12.0,2025-12-31
Oso,Ighodaro,1642345,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,20.37,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-12.0,2025-12-31
Ryan,Dunn,1642346,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,19.23,6.0,1.0,0.0,0.0,7.0,2.0,0.286,4.0,2.0,0.5,0.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,-11.0,2025-12-31
Rasheer,Fleming,1642853,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,3.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-12-31
Khaman,Maluach,1642863,22500465,2025-12-31 10:30:00,Phoenix,Suns,Cleveland,Cavaliers,,,,,0,0,3.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,2025-12-31
Tyrese,Proctor,1642878,22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,Phoenix,Suns,,,,,1,1,3.41,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-8.0,2025-12-31
Tyus,Jones,1626145,22500464,2025-12-31 10:00:00,Orlando,Magic,Indiana,Pacers,,,,,1,0,23.34,4.0,1.0,0.0,1.0,7.0,2.0,0.286,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2025-12-31
Pascal,Siakam,1627783,22500464,2025-12-31 10:00:00,Indiana,Pacers,Orlando,Magic,,,,,0,1,33.49,26.0,0.0,1.0,2.0,20.0,9.0,0.45,8.0,3.0,0.375,10.0,5.0,0.5,4.0,0.0,4.0,5.0,1.0,-6.0,2025-12-31
Luke,Kennard,1628379,22500463,2025-12-31 10:00:00,Atlanta,Hawks,Minnesota,Timberwolves,,,,,1,1,26.54,15.0,5.0,0.0,1.0,12.0,6.0,0.5,5.0,2.0,0.4,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,21.0,2025-12-31
Tony,Bradley,1628396,22500464,2025-12-31 10:00:00,Indiana,Pacers,Orlando,Magic,,,,,0,1,11.32,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,-9.0,2025-12-31
Wendell,Carter Jr.,1628976,22500464,2025-12-31 10:00:00,Orlando,Magic,Indiana,Pacers,,,,,1,0,28.56,6.0,2.0,0.0,0.0,4.0,1.0,0.25,2.0,0.0,0.0,6.0,4.0,0.667,10.0,1.0,11.0,2.0,0.0,-1.0,2025-12-31
Donte,DiVincenzo,1628978,22500463,2025-12-31 10:00:00,Minnesota,Timberwolves,Atlanta,Hawks,,,,,0,0,25.39,6.0,7.0,0.0,1.0,8.0,2.0,0.25,6.0,2.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,-10.0,2025-12-31
Trae,Young,1629027,22500463,2025-12-31 10:00:00,Atlanta,Hawks,Minnesota,Timberwolves,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Goga,Bitadze,1629048,22500464,2025-12-31 10:00:00,Orlando,Magic,Indiana,Pacers,,,,,1,0,19.04,14.0,3.0,0.0,0.0,7.0,6.0,0.857,0.0,0.0,0.0,2.0,2.0,1.0,4.0,5.0,9.0,2.0,2.0,3.0,2025-12-31
Andrew,Nembhard,1629614,22500464,2025-12-31 10:00:00,Indiana,Pacers,Orlando,Magic,,,,,0,1,30.41,19.0,7.0,0.0,1.0,15.0,9.0,0.6,5.0,1.0,0.2,0.0,0.0,0.0,4.0,0.0,4.0,2.0,3.0,0.0,2025-12-31
Nickeil,Alexander-Walker,1629638,22500463,2025-12-31 10:00:00,Atlanta,Hawks,Minnesota,Timberwolves,,,,,1,1,31.11,11.0,3.0,0.0,0.0,12.0,4.0,0.333,7.0,3.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,2025-12-31
Naz,Reid,1629675,22500463,2025-12-31 10:00:00,Minnesota,Timberwolves,Atlanta,Hawks,,,,,0,0,21.51,6.0,1.0,1.0,0.0,10.0,2.0,0.2,5.0,0.0,0.0,2.0,2.0,1.0,6.0,1.0,7.0,4.0,3.0,-23.0,2025-12-31
Anthony,Edwards,1630162,22500463,2025-12-31 10:00:00,Minnesota,Timberwolves,Atlanta,Hawks,,,,,0,0,33.07,30.0,2.0,2.0,1.0,18.0,10.0,0.556,8.0,3.0,0.375,8.0,7.0,0.875,4.0,1.0,5.0,0.0,2.0,-21.0,2025-12-31
Onyeka,Okongwu,1630168,22500463,2025-12-31 10:00:00,Atlanta,Hawks,Minnesota,Timberwolves,,,,,1,1,26.59,17.0,5.0,0.0,0.0,13.0,6.0,0.462,5.0,2.0,0.4,3.0,3.0,1.0,5.0,3.0,8.0,3.0,0.0,3.0,2025-12-31
Aaron,Nesmith,1630174,22500464,2025-12-31 10:00:00,Indiana,Pacers,Orlando,Magic,,,,,0,1,31.36,9.0,0.0,1.0,3.0,11.0,3.0,0.273,6.0,2.0,0.333,2.0,1.0,0.5,7.0,3.0,10.0,4.0,0.0,10.0,2025-12-31
Jaden,McDaniels,1630183,22500463,2025-12-31 10:00:00,Minnesota,Timberwolves,Atlanta,Hawks,,,,,0,0,21.38,8.0,2.0,1.0,0.0,5.0,3.0,0.6,3.0,2.0,0.667,0.0,0.0,0.0,3.0,1.0,4.0,3.0,2.0,-12.0,2025-12-31
Desmond,Bane,1630217,22500464,2025-12-31 10:00:00,Orlando,Magic,Indiana,Pacers,,,,,1,0,33.21,18.0,6.0,0.0,0.0,17.0,7.0,0.412,4.0,1.0,0.25,3.0,3.0,1.0,6.0,1.0,7.0,3.0,2.0,2.0,2025-12-31
Vit,Krejci,1630249,22500463,2025-12-31 10:00:00,Atlanta,Hawks,Minnesota,Timberwolves,,,,,1,1,25.35,6.0,5.0,1.0,2.0,8.0,2.0,0.25,7.0,2.0,0.286,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,17.0,2025-12-31
Bones,Hyland,1630538,22500463,2025-12-31 10:00:00,Minnesota,Timberwolves,Atlanta,Hawks,,,,,0,0,12.35,0.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-10.0,2025-12-31
Johnny,Juzang,1630548,22500463,2025-12-31 10:00:00,Minnesota,Timberwolves,Atlanta,Hawks,,,,,0,0,7.52,10.0,1.0,0.0,0.0,6.0,4.0,0.667,3.0,2.0,0.667,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,2025-12-31
Jalen,Johnson,1630552,22500463,2025-12-31 10:00:00,Atlanta,Hawks,Minnesota,Timberwolves,,,,,1,1,32.13,34.0,6.0,1.0,2.0,22.0,15.0,0.682,6.0,3.0,0.5,1.0,1.0,1.0,8.0,2.0,10.0,1.0,3.0,12.0,2025-12-31
Jalen,Suggs,1630591,22500464,2025-12-31 10:00:00,Orlando,Magic,Indiana,Pacers,,,,,1,0,25.24,11.0,3.0,0.0,3.0,11.0,4.0,0.364,4.0,1.0,0.25,3.0,2.0,0.667,2.0,1.0,3.0,4.0,3.0,2.0,2025-12-31
Jay,Huff,1630643,22500464,2025-12-31 10:00:00,Indiana,Pacers,Orlando,Magic,,,,,0,1,10.31,0.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-16.0,2025-12-31
Ethan,Thompson,1630679,22500464,2025-12-31 10:00:00,Indiana,Pacers,Orlando,Magic,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Micah,Potter,1630695,22500464,2025-12-31 10:00:00,Indiana,Pacers,Orlando,Magic,,,,,0,1,25.57,8.0,3.0,0.0,0.0,4.0,2.0,0.5,3.0,1.0,0.333,3.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,23.0,2025-12-31
Dyson,Daniels,1630700,22500463,2025-12-31 10:00:00,Atlanta,Hawks,Minnesota,Timberwolves,,,,,1,1,28.19,11.0,9.0,2.0,2.0,8.0,5.0,0.625,0.0,0.0,0.0,3.0,1.0,0.333,4.0,4.0,8.0,2.0,1.0,16.0,2025-12-31
