gameId,gameDateTimeEst,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId,gameDate
22500032,2025-11-07 19:30:00,Houston,Rockets,1610612745,San Antonio,Spurs,1610612759,0,0.0,110,121,25.0,4.0,12.0,85.0,39.0,0.459,27.0,13.0,0.481,21.0,19.0,0.905,24.0,17.0,41.0,24.0,23.0,-11.0,240.0,25.0,25.0,32.0,28.0,30.0,11.0,8.0,12.0,11.0,29.0,46.0,21.0,2.0,0.0,5.0,3.0,,2025-11-07
22500031,2025-11-07 19:30:00,Brooklyn,Nets,1610612751,Detroit,Pistons,1610612765,1,0.0,107,125,26.0,1.0,5.0,80.0,34.0,0.425,46.0,17.0,0.37,26.0,22.0,0.846,22.0,8.0,30.0,24.0,19.0,-18.0,240.0,29.0,26.0,19.0,33.0,32.0,10.0,8.0,6.0,12.0,13.0,32.0,9.0,5.0,0.0,1.0,8.0,,2025-11-07
22500032,2025-11-07 19:30:00,San Antonio,Spurs,1610612759,Houston,Rockets,1610612745,1,1.0,121,110,30.0,4.0,15.0,87.0,40.0,0.46,45.0,18.0,0.4,25.0,23.0,0.92,25.0,15.0,40.0,19.0,20.0,11.0,240.0,23.0,28.0,35.0,35.0,24.0,12.0,12.0,12.0,11.0,33.0,38.0,33.0,2.0,1.0,6.0,2.0,,2025-11-07
22500030,2025-11-07 19:30:00,Toronto,Raptors,1610612761,Atlanta,Hawks,1610612737,0,1.0,109,97,23.0,6.0,11.0,91.0,37.0,0.407,38.0,12.0,0.316,25.0,23.0,0.92,35.0,13.0,48.0,21.0,12.0,12.0,240.0,26.0,18.0,29.0,36.0,26.0,12.0,14.0,4.0,21.0,17.0,44.0,14.0,5.0,0.0,5.0,4.0,,2025-11-07
22500031,2025-11-07 19:30:00,Detroit,Pistons,1610612765,Brooklyn,Nets,1610612751,0,1.0,125,107,32.0,1.0,14.0,85.0,49.0,0.576,26.0,6.0,0.231,30.0,21.0,0.7,35.0,11.0,46.0,19.0,13.0,18.0,240.0,27.0,33.0,34.0,31.0,36.0,24.0,13.0,6.0,29.0,26.0,80.0,16.0,5.0,1.0,7.0,2.0,,2025-11-07
22500028,2025-11-07 19:00:00,Boston,Celtics,1610612738,Orlando,Magic,1610612753,0,0.0,110,123,26.0,8.0,9.0,95.0,43.0,0.453,37.0,13.0,0.351,16.0,11.0,0.688,32.0,12.0,44.0,27.0,14.0,-13.0,240.0,25.0,26.0,29.0,30.0,18.0,5.0,10.0,8.0,10.0,17.0,44.0,16.0,7.0,1.0,4.0,6.0,,2025-11-07
22500029,2025-11-07 19:00:00,Cleveland,Cavaliers,1610612739,Washington,Wizards,1610612764,0,1.0,148,114,34.0,6.0,15.0,110.0,52.0,0.473,45.0,20.0,0.444,31.0,24.0,0.774,32.0,25.0,57.0,17.0,10.0,34.0,240.0,39.0,37.0,33.0,39.0,62.0,37.0,10.0,2.0,27.0,32.0,58.0,30.0,2.0,1.0,6.0,3.0,,2025-11-07
22500028,2025-11-07 19:00:00,Orlando,Magic,1610612753,Boston,Celtics,1610612738,1,1.0,123,110,28.0,7.0,8.0,82.0,41.0,0.5,36.0,17.0,0.472,31.0,24.0,0.774,33.0,11.0,44.0,18.0,15.0,13.0,240.0,38.0,21.0,25.0,39.0,27.0,16.0,11.0,8.0,11.0,22.0,44.0,19.0,7.0,1.0,4.0,5.0,,2025-11-07
22500029,2025-11-07 19:00:00,Washington,Wizards,1610612764,Cleveland,Cavaliers,1610612739,1,0.0,114,148,32.0,7.0,5.0,91.0,41.0,0.451,41.0,15.0,0.366,23.0,17.0,0.739,28.0,16.0,44.0,24.0,20.0,-34.0,240.0,26.0,33.0,27.0,28.0,41.0,3.0,9.0,2.0,26.0,15.0,50.0,13.0,2.0,0.0,1.0,8.0,,2025-11-07
22500182,2025-11-06 21:00:00,LA,Clippers,1610612746,Phoenix,Suns,1610612756,0,0.0,102,115,24.0,4.0,8.0,79.0,35.0,0.443,31.0,10.0,0.323,30.0,22.0,0.733,30.0,11.0,41.0,19.0,15.0,-13.0,240.0,27.0,24.0,23.0,28.0,55.0,7.0,8.0,12.0,10.0,19.0,42.0,12.0,9.0,1.0,3.0,5.0,,2025-11-06
22500182,2025-11-06 21:00:00,Phoenix,Suns,1610612756,LA,Clippers,1610612746,1,1.0,115,102,27.0,2.0,13.0,92.0,41.0,0.446,49.0,19.0,0.388,19.0,14.0,0.737,29.0,15.0,44.0,23.0,15.0,13.0,240.0,31.0,17.0,40.0,27.0,14.0,25.0,12.0,12.0,12.0,26.0,26.0,17.0,9.0,1.0,4.0,5.0,,2025-11-06
22500181,2025-11-05 22:00:00,Golden State,Warriors,1610612744,Sacramento,Kings,1610612758,0,0.0,116,121,28.0,6.0,10.0,89.0,40.0,0.449,43.0,17.0,0.395,23.0,19.0,0.826,34.0,10.0,44.0,26.0,18.0,-5.0,240.0,32.0,30.0,23.0,31.0,20.0,13.0,8.0,11.0,20.0,11.0,40.0,20.0,5.0,0.0,5.0,4.0,,2025-11-05
22500179,2025-11-05 22:00:00,Los Angeles,Lakers,1610612747,San Antonio,Spurs,1610612759,1,1.0,118,116,23.0,5.0,8.0,83.0,37.0,0.446,31.0,10.0,0.323,44.0,34.0,0.773,26.0,12.0,38.0,30.0,12.0,2.0,240.0,26.0,34.0,28.0,30.0,21.0,4.0,7.0,13.0,4.0,22.0,44.0,28.0,13.0,0.0,7.0,2.0,,2025-11-05
22500180,2025-11-05 22:00:00,Portland,Trail Blazers,1610612757,Oklahoma City,Thunder,1610612760,1,1.0,121,119,24.0,6.0,8.0,88.0,36.0,0.409,43.0,19.0,0.442,32.0,30.0,0.938,38.0,11.0,49.0,24.0,15.0,2.0,240.0,21.0,36.0,24.0,40.0,32.0,9.0,9.0,5.0,12.0,25.0,32.0,4.0,0.0,0.0,5.0,3.0,,2025-11-05
22500181,2025-11-05 22:00:00,Sacramento,Kings,1610612758,Golden State,Warriors,1610612744,1,1.0,121,116,27.0,5.0,7.0,83.0,41.0,0.494,23.0,11.0,0.478,33.0,28.0,0.848,39.0,8.0,47.0,18.0,16.0,5.0,240.0,25.0,32.0,35.0,29.0,31.0,11.0,11.0,11.0,17.0,30.0,54.0,11.0,5.0,0.0,3.0,5.0,,2025-11-05
22500179,2025-11-05 22:00:00,San Antonio,Spurs,1610612759,Los Angeles,Lakers,1610612747,0,0.0,116,118,22.0,1.0,7.0,74.0,36.0,0.486,33.0,13.0,0.394,40.0,31.0,0.775,29.0,8.0,37.0,36.0,19.0,-2.0,240.0,29.0,30.0,37.0,20.0,38.0,12.0,8.0,13.0,9.0,20.0,38.0,11.0,13.0,0.0,5.0,2.0,,2025-11-05
22500180,2025-11-05 22:00:00,Oklahoma City,Thunder,1610612760,Portland,Trail Blazers,1610612757,0,0.0,119,121,24.0,5.0,9.0,91.0,38.0,0.418,38.0,15.0,0.395,31.0,28.0,0.903,37.0,13.0,50.0,27.0,14.0,-2.0,240.0,41.0,24.0,21.0,33.0,21.0,22.0,12.0,5.0,17.0,23.0,40.0,7.0,0.0,0.0,8.0,1.0,,2025-11-05
22500178,2025-11-05 21:00:00,Denver,Nuggets,1610612743,Miami,Heat,1610612748,1,1.0,122,112,33.0,4.0,10.0,101.0,43.0,0.426,40.0,11.0,0.275,28.0,25.0,0.893,40.0,21.0,61.0,16.0,16.0,10.0,240.0,36.0,32.0,33.0,21.0,31.0,17.0,10.0,11.0,14.0,13.0,62.0,22.0,8.0,1.0,5.0,2.0,,2025-11-05
22500178,2025-11-05 21:00:00,Miami,Heat,1610612748,Denver,Nuggets,1610612743,0,0.0,112,122,26.0,4.0,13.0,86.0,38.0,0.442,41.0,14.0,0.341,25.0,22.0,0.88,33.0,5.0,38.0,20.0,14.0,-10.0,240.0,33.0,27.0,26.0,26.0,49.0,7.0,9.0,11.0,18.0,22.0,42.0,8.0,8.0,0.0,4.0,4.0,,2025-11-05
22500177,2025-11-05 20:30:00,New Orleans,Pelicans,1610612740,Dallas,Mavericks,1610612742,0,1.0,101,99,18.0,3.0,10.0,91.0,39.0,0.429,31.0,10.0,0.323,16.0,13.0,0.813,42.0,14.0,56.0,18.0,13.0,2.0,240.0,29.0,23.0,26.0,23.0,35.0,13.0,9.0,8.0,16.0,18.0,54.0,10.0,4.0,1.0,2.0,6.0,,2025-11-05
22500177,2025-11-05 20:30:00,Dallas,Mavericks,1610612742,New Orleans,Pelicans,1610612740,1,0.0,99,101,18.0,7.0,11.0,89.0,37.0,0.416,32.0,10.0,0.313,20.0,15.0,0.75,34.0,10.0,44.0,15.0,15.0,-2.0,240.0,19.0,30.0,28.0,22.0,28.0,5.0,9.0,8.0,18.0,7.0,50.0,18.0,4.0,0.0,2.0,6.0,,2025-11-05
22500176,2025-11-05 20:00:00,Houston,Rockets,1610612745,Memphis,Grizzlies,1610612763,0,1.0,124,109,29.0,3.0,9.0,101.0,48.0,0.475,30.0,13.0,0.433,18.0,15.0,0.833,39.0,15.0,54.0,21.0,13.0,15.0,240.0,34.0,26.0,34.0,30.0,36.0,21.0,11.0,1.0,18.0,26.0,60.0,27.0,1.0,1.0,5.0,2.0,,2025-11-05
22500176,2025-11-05 20:00:00,Memphis,Grizzlies,1610612763,Houston,Rockets,1610612745,1,0.0,109,124,25.0,9.0,10.0,89.0,34.0,0.382,39.0,13.0,0.333,35.0,28.0,0.8,34.0,13.0,47.0,19.0,15.0,-15.0,240.0,22.0,29.0,29.0,29.0,60.0,2.0,7.0,1.0,29.0,18.0,40.0,21.0,1.0,0.0,3.0,6.0,,2025-11-05
22500174,2025-11-05 19:30:00,Boston,Celtics,1610612738,Washington,Wizards,1610612764,1,1.0,136,107,31.0,3.0,12.0,95.0,52.0,0.547,41.0,16.0,0.39,21.0,16.0,0.762,28.0,12.0,40.0,24.0,5.0,29.0,240.0,26.0,44.0,32.0,34.0,35.0,33.0,11.0,5.0,8.0,30.0,52.0,19.0,0.0,1.0,4.0,5.0,,2025-11-05
22500175,2025-11-05 19:30:00,Minnesota,Timberwolves,1610612750,New York,Knicks,1610612752,0,0.0,114,137,30.0,2.0,6.0,83.0,40.0,0.482,40.0,19.0,0.475,17.0,15.0,0.882,22.0,9.0,31.0,14.0,17.0,-23.0,240.0,26.0,32.0,28.0,28.0,26.0,9.0,14.0,8.0,14.0,21.0,40.0,14.0,3.0,0.0,4.0,4.0,,2025-11-05
22500175,2025-11-05 19:30:00,New York,Knicks,1610612752,Minnesota,Timberwolves,1610612750,1,1.0,137,114,32.0,8.0,7.0,102.0,55.0,0.539,42.0,19.0,0.452,9.0,8.0,0.889,29.0,21.0,50.0,21.0,14.0,23.0,240.0,28.0,26.0,40.0,43.0,53.0,23.0,10.0,8.0,15.0,29.0,62.0,31.0,3.0,1.0,5.0,3.0,,2025-11-05
22500174,2025-11-05 19:30:00,Washington,Wizards,1610612764,Boston,Celtics,1610612738,0,0.0,107,136,25.0,5.0,2.0,80.0,39.0,0.488,27.0,9.0,0.333,27.0,20.0,0.741,29.0,11.0,40.0,18.0,19.0,-29.0,240.0,37.0,23.0,20.0,27.0,51.0,12.0,9.0,5.0,8.0,3.0,52.0,20.0,0.0,0.0,1.0,7.0,,2025-11-05
22500171,2025-11-05 19:00:00,Cleveland,Cavaliers,1610612739,Philadelphia,76ers,1610612755,1,1.0,132,121,33.0,7.0,9.0,92.0,49.0,0.533,44.0,18.0,0.409,17.0,16.0,0.941,24.0,10.0,34.0,22.0,14.0,11.0,240.0,41.0,29.0,37.0,25.0,21.0,26.0,13.0,0.0,25.0,26.0,60.0,13.0,2.0,1.0,5.0,3.0,,2025-11-05
22500173,2025-11-05 19:00:00,Brooklyn,Nets,1610612751,Indiana,Pacers,1610612754,0,1.0,112,103,26.0,5.0,9.0,86.0,36.0,0.419,40.0,14.0,0.35,35.0,26.0,0.743,35.0,10.0,45.0,17.0,12.0,9.0,240.0,25.0,29.0,26.0,32.0,30.0,10.0,11.0,12.0,12.0,23.0,40.0,9.0,10.0,0.0,1.0,7.0,,2025-11-05
22500173,2025-11-05 19:00:00,Indiana,Pacers,1610612754,Brooklyn,Nets,1610612751,1,0.0,103,112,29.0,5.0,6.0,99.0,41.0,0.414,36.0,13.0,0.361,13.0,8.0,0.615,40.0,16.0,56.0,23.0,16.0,-9.0,240.0,18.0,41.0,24.0,20.0,33.0,8.0,9.0,12.0,15.0,16.0,48.0,16.0,10.0,0.0,1.0,7.0,,2025-11-05
22500171,2025-11-05 19:00:00,Philadelphia,76ers,1610612755,Cleveland,Cavaliers,1610612739,0,0.0,121,132,26.0,2.0,9.0,90.0,44.0,0.489,31.0,12.0,0.387,30.0,21.0,0.7,28.0,15.0,43.0,23.0,18.0,-11.0,240.0,27.0,40.0,20.0,34.0,64.0,0.0,8.0,0.0,19.0,17.0,58.0,20.0,2.0,0.0,5.0,3.0,,2025-11-05
22500172,2025-11-05 19:00:00,Utah,Jazz,1610612762,Detroit,Pistons,1610612765,0,0.0,103,114,24.0,2.0,7.0,86.0,33.0,0.384,39.0,12.0,0.308,29.0,25.0,0.862,33.0,11.0,44.0,17.0,15.0,-11.0,240.0,30.0,25.0,14.0,34.0,25.0,12.0,13.0,8.0,15.0,17.0,36.0,18.0,8.0,0.0,3.0,5.0,,2025-11-05
22500172,2025-11-05 19:00:00,Detroit,Pistons,1610612765,Utah,Jazz,1610612762,1,1.0,114,103,24.0,6.0,5.0,91.0,45.0,0.495,30.0,11.0,0.367,22.0,13.0,0.591,39.0,13.0,52.0,23.0,13.0,11.0,240.0,28.0,25.0,25.0,36.0,24.0,12.0,11.0,8.0,18.0,21.0,60.0,11.0,8.0,0.0,6.0,2.0,,2025-11-05
22500170,2025-11-04 23:00:00,LA,Clippers,1610612746,Oklahoma City,Thunder,1610612760,1,0.0,107,126,26.0,2.0,9.0,80.0,33.0,0.413,43.0,18.0,0.419,27.0,23.0,0.852,32.0,10.0,42.0,20.0,19.0,-19.0,240.0,33.0,24.0,29.0,21.0,50.0,13.0,10.0,5.0,6.0,12.0,30.0,17.0,8.0,0.0,3.0,4.0,,2025-11-04
22500170,2025-11-04 23:00:00,Oklahoma City,Thunder,1610612760,LA,Clippers,1610612746,0,1.0,126,107,28.0,6.0,12.0,86.0,45.0,0.523,38.0,18.0,0.474,22.0,18.0,0.818,32.0,8.0,40.0,23.0,10.0,19.0,240.0,23.0,33.0,38.0,32.0,57.0,25.0,17.0,5.0,28.0,34.0,50.0,12.0,8.0,1.0,8.0,0.0,,2025-11-04
22500169,2025-11-04 22:00:00,Golden State,Warriors,1610612744,Phoenix,Suns,1610612756,1,1.0,118,107,33.0,4.0,9.0,83.0,41.0,0.494,42.0,19.0,0.452,20.0,17.0,0.85,31.0,8.0,39.0,18.0,15.0,11.0,240.0,33.0,35.0,24.0,26.0,63.0,25.0,11.0,1.0,27.0,25.0,42.0,6.0,1.0,0.0,5.0,3.0,,2025-11-04
22500169,2025-11-04 22:00:00,Phoenix,Suns,1610612756,Golden State,Warriors,1610612744,0,0.0,107,118,25.0,5.0,10.0,91.0,40.0,0.44,33.0,12.0,0.364,16.0,15.0,0.938,30.0,16.0,46.0,17.0,17.0,-11.0,240.0,19.0,30.0,34.0,24.0,19.0,5.0,10.0,1.0,12.0,12.0,46.0,17.0,1.0,1.0,3.0,5.0,,2025-11-04
22500166,2025-11-04 20:00:00,Atlanta,Hawks,1610612737,Orlando,Magic,1610612753,1,1.0,127,112,23.0,6.0,11.0,72.0,40.0,0.556,30.0,13.0,0.433,42.0,34.0,0.81,28.0,6.0,34.0,24.0,18.0,15.0,240.0,32.0,32.0,34.0,29.0,36.0,25.0,13.0,5.0,23.0,21.0,46.0,8.0,2.0,1.0,4.0,4.0,,2025-11-04
22500168,2025-11-04 20:00:00,New Orleans,Pelicans,1610612740,Charlotte,Hornets,1610612766,1,1.0,116,112,27.0,3.0,9.0,90.0,43.0,0.478,38.0,17.0,0.447,19.0,13.0,0.684,26.0,13.0,39.0,20.0,12.0,4.0,240.0,33.0,28.0,26.0,29.0,62.0,12.0,11.0,4.0,25.0,22.0,46.0,14.0,4.0,0.0,1.0,6.0,,2025-11-04
22500167,2025-11-04 20:00:00,Chicago,Bulls,1610612741,Philadelphia,76ers,1610612755,1,1.0,113,111,26.0,9.0,11.0,89.0,42.0,0.472,34.0,13.0,0.382,20.0,16.0,0.8,36.0,12.0,48.0,19.0,18.0,2.0,240.0,27.0,29.0,28.0,29.0,31.0,2.0,9.0,1.0,31.0,23.0,58.0,23.0,0.0,0.0,6.0,1.0,,2025-11-04
22500166,2025-11-04 20:00:00,Orlando,Magic,1610612753,Atlanta,Hawks,1610612737,0,0.0,112,127,26.0,1.0,9.0,83.0,36.0,0.434,34.0,11.0,0.324,33.0,29.0,0.879,27.0,14.0,41.0,30.0,17.0,-15.0,240.0,23.0,24.0,30.0,35.0,40.0,2.0,11.0,5.0,16.0,24.0,46.0,16.0,2.0,1.0,3.0,5.0,,2025-11-04
22500167,2025-11-04 20:00:00,Philadelphia,76ers,1610612755,Chicago,Bulls,1610612741,0,0.0,111,113,22.0,11.0,12.0,94.0,40.0,0.426,30.0,11.0,0.367,24.0,20.0,0.833,28.0,12.0,40.0,21.0,16.0,-2.0,240.0,45.0,30.0,20.0,16.0,20.0,24.0,7.0,1.0,18.0,14.0,46.0,18.0,0.0,0.0,5.0,2.0,,2025-11-04
22500168,2025-11-04 20:00:00,Charlotte,Hornets,1610612766,New Orleans,Pelicans,1610612740,0,0.0,112,116,20.0,6.0,8.0,82.0,39.0,0.476,38.0,13.0,0.342,28.0,21.0,0.75,34.0,15.0,49.0,23.0,19.0,-4.0,240.0,30.0,29.0,34.0,19.0,37.0,9.0,18.0,4.0,11.0,11.0,48.0,17.0,4.0,0.0,3.0,5.0,,2025-11-04
22500165,2025-11-04 19:30:00,Milwaukee,Bucks,1610612749,Toronto,Raptors,1610612761,0,0.0,100,128,26.0,4.0,5.0,86.0,37.0,0.43,38.0,11.0,0.289,21.0,15.0,0.714,32.0,9.0,41.0,26.0,12.0,-28.0,240.0,29.0,25.0,26.0,20.0,42.0,3.0,9.0,4.0,11.0,8.0,46.0,9.0,5.0,1.0,5.0,3.0,,2025-11-04
22500165,2025-11-04 19:30:00,Toronto,Raptors,1610612761,Milwaukee,Bucks,1610612749,1,1.0,128,100,33.0,6.0,8.0,91.0,44.0,0.484,38.0,17.0,0.447,29.0,23.0,0.793,40.0,10.0,50.0,23.0,9.0,28.0,240.0,39.0,34.0,32.0,23.0,46.0,32.0,10.0,4.0,27.0,21.0,42.0,16.0,5.0,1.0,4.0,4.0,,2025-11-04
22500164,2025-11-03 22:30:00,LA,Clippers,1610612746,Miami,Heat,1610612748,1,0.0,119,120,25.0,4.0,13.0,88.0,44.0,0.5,41.0,17.0,0.415,19.0,14.0,0.737,33.0,11.0,44.0,24.0,20.0,-1.0,240.0,30.0,41.0,24.0,24.0,30.0,11.0,13.0,18.0,14.0,25.0,48.0,18.0,9.0,0.0,3.0,3.0,,2025-11-03
22500164,2025-11-03 22:30:00,Miami,Heat,1610612748,LA,Clippers,1610612746,0,1.0,120,119,33.0,3.0,12.0,83.0,45.0,0.542,25.0,12.0,0.48,24.0,18.0,0.75,31.0,6.0,37.0,15.0,16.0,1.0,240.0,32.0,34.0,37.0,17.0,42.0,13.0,10.0,18.0,11.0,37.0,58.0,7.0,9.0,0.0,4.0,3.0,,2025-11-03
22500163,2025-11-03 22:00:00,Los Angeles,Lakers,1610612747,Portland,Trail Blazers,1610612757,0,1.0,123,115,29.0,5.0,11.0,85.0,50.0,0.588,23.0,9.0,0.391,16.0,14.0,0.875,26.0,8.0,34.0,22.0,17.0,8.0,240.0,24.0,28.0,38.0,33.0,38.0,14.0,10.0,2.0,8.0,25.0,64.0,20.0,2.0,1.0,6.0,2.0,,2025-11-03
22500163,2025-11-03 22:00:00,Portland,Trail Blazers,1610612757,Los Angeles,Lakers,1610612747,1,0.0,115,123,23.0,3.0,13.0,85.0,42.0,0.494,40.0,9.0,0.225,30.0,22.0,0.733,23.0,15.0,38.0,18.0,18.0,-8.0,240.0,33.0,20.0,33.0,29.0,35.0,13.0,9.0,2.0,20.0,28.0,64.0,26.0,2.0,1.0,4.0,3.0,,2025-11-03
22500162,2025-11-03 21:00:00,Denver,Nuggets,1610612743,Sacramento,Kings,1610612758,1,1.0,130,124,33.0,5.0,9.0,97.0,50.0,0.515,38.0,12.0,0.316,24.0,18.0,0.75,32.0,8.0,40.0,18.0,7.0,6.0,240.0,39.0,33.0,32.0,26.0,30.0,15.0,8.0,0.0,9.0,11.0,54.0,17.0,0.0,1.0,4.0,2.0,,2025-11-03
22500162,2025-11-03 21:00:00,Sacramento,Kings,1610612758,Denver,Nuggets,1610612743,0,0.0,124,130,27.0,1.0,5.0,90.0,47.0,0.522,27.0,9.0,0.333,25.0,21.0,0.84,39.0,8.0,47.0,24.0,15.0,-6.0,240.0,30.0,33.0,30.0,31.0,33.0,0.0,7.0,0.0,15.0,9.0,56.0,14.0,0.0,0.0,2.0,5.0,,2025-11-03
22500160,2025-11-03 20:00:00,Dallas,Mavericks,1610612742,Houston,Rockets,1610612745,0,0.0,102,110,30.0,6.0,12.0,89.0,40.0,0.449,36.0,9.0,0.25,20.0,13.0,0.65,30.0,10.0,40.0,25.0,15.0,-8.0,240.0,28.0,27.0,23.0,24.0,25.0,6.0,7.0,7.0,24.0,17.0,56.0,6.0,7.0,0.0,2.0,5.0,,2025-11-03
22500160,2025-11-03 20:00:00,Houston,Rockets,1610612745,Dallas,Mavericks,1610612742,1,1.0,110,102,23.0,7.0,9.0,89.0,41.0,0.461,29.0,8.0,0.276,30.0,20.0,0.667,39.0,15.0,54.0,17.0,17.0,8.0,240.0,24.0,34.0,23.0,29.0,19.0,9.0,9.0,7.0,12.0,15.0,62.0,18.0,7.0,1.0,4.0,2.0,,2025-11-03
22500161,2025-11-03 20:00:00,Memphis,Grizzlies,1610612763,Detroit,Pistons,1610612765,1,0.0,106,114,25.0,5.0,8.0,87.0,35.0,0.402,41.0,14.0,0.341,25.0,22.0,0.88,31.0,18.0,49.0,22.0,20.0,-8.0,240.0,25.0,23.0,26.0,32.0,48.0,0.0,12.0,0.0,13.0,8.0,30.0,25.0,2.0,0.0,3.0,5.0,,2025-11-03
22500161,2025-11-03 20:00:00,Detroit,Pistons,1610612765,Memphis,Grizzlies,1610612763,0,1.0,114,106,23.0,9.0,11.0,83.0,42.0,0.506,31.0,10.0,0.323,29.0,20.0,0.69,33.0,10.0,43.0,21.0,12.0,8.0,240.0,32.0,26.0,25.0,31.0,21.0,21.0,10.0,0.0,18.0,33.0,58.0,15.0,2.0,1.0,5.0,2.0,,2025-11-03
22500158,2025-11-03 19:30:00,Boston,Celtics,1610612738,Utah,Jazz,1610612762,1,0.0,103,105,21.0,4.0,12.0,89.0,37.0,0.416,51.0,11.0,0.216,22.0,18.0,0.818,26.0,10.0,36.0,22.0,10.0,-2.0,240.0,25.0,21.0,26.0,31.0,28.0,14.0,12.0,7.0,19.0,17.0,40.0,19.0,7.0,0.0,3.0,5.0,,2025-11-03
22500159,2025-11-03 19:30:00,New York,Knicks,1610612752,Washington,Wizards,1610612764,1,1.0,119,102,32.0,4.0,12.0,94.0,44.0,0.468,41.0,15.0,0.366,20.0,16.0,0.8,37.0,12.0,49.0,16.0,12.0,17.0,240.0,22.0,35.0,41.0,21.0,33.0,27.0,17.0,10.0,16.0,21.0,52.0,8.0,3.0,1.0,4.0,3.0,,2025-11-03
22500158,2025-11-03 19:30:00,Utah,Jazz,1610612762,Boston,Celtics,1610612738,0,1.0,105,103,23.0,2.0,4.0,84.0,38.0,0.452,31.0,9.0,0.29,25.0,20.0,0.8,40.0,15.0,55.0,21.0,18.0,2.0,240.0,21.0,15.0,38.0,31.0,32.0,11.0,10.0,7.0,15.0,16.0,54.0,13.0,7.0,0.0,3.0,4.0,,2025-11-03
22500159,2025-11-03 19:30:00,Washington,Wizards,1610612764,New York,Knicks,1610612752,0,0.0,102,119,30.0,5.0,7.0,81.0,38.0,0.469,35.0,13.0,0.371,19.0,13.0,0.684,37.0,7.0,44.0,21.0,20.0,-17.0,240.0,30.0,24.0,24.0,24.0,44.0,10.0,13.0,10.0,8.0,11.0,42.0,14.0,3.0,0.0,1.0,6.0,,2025-11-03
22500157,2025-11-03 19:00:00,Milwaukee,Bucks,1610612749,Indiana,Pacers,1610612754,0,1.0,117,115,24.0,5.0,6.0,88.0,42.0,0.477,47.0,20.0,0.426,22.0,13.0,0.591,34.0,9.0,43.0,28.0,18.0,2.0,240.0,31.0,25.0,28.0,33.0,41.0,12.0,9.0,12.0,23.0,18.0,38.0,14.0,9.0,0.0,5.0,2.0,,2025-11-03
22500156,2025-11-03 19:00:00,Minnesota,Timberwolves,1610612750,Brooklyn,Nets,1610612751,0,1.0,125,109,33.0,4.0,6.0,78.0,44.0,0.564,35.0,14.0,0.4,35.0,23.0,0.657,39.0,14.0,53.0,26.0,16.0,16.0,240.0,28.0,35.0,28.0,34.0,35.0,22.0,10.0,7.0,17.0,14.0,56.0,19.0,6.0,0.0,4.0,3.0,,2025-11-03
22500156,2025-11-03 19:00:00,Brooklyn,Nets,1610612751,Minnesota,Timberwolves,1610612750,1,0.0,109,125,25.0,4.0,9.0,89.0,36.0,0.404,40.0,12.0,0.3,38.0,25.0,0.658,22.0,18.0,40.0,24.0,12.0,-16.0,240.0,28.0,31.0,29.0,21.0,31.0,7.0,6.0,7.0,6.0,16.0,34.0,18.0,6.0,0.0,0.0,7.0,,2025-11-03
22500157,2025-11-03 19:00:00,Indiana,Pacers,1610612754,Milwaukee,Bucks,1610612749,1,0.0,115,117,24.0,4.0,8.0,90.0,39.0,0.433,33.0,8.0,0.242,38.0,29.0,0.763,31.0,14.0,45.0,24.0,11.0,-2.0,240.0,22.0,31.0,24.0,38.0,20.0,5.0,11.0,12.0,11.0,13.0,58.0,20.0,9.0,0.0,1.0,6.0,,2025-11-03
22500155,2025-11-02 21:30:00,Los Angeles,Lakers,1610612747,Miami,Heat,1610612748,1,1.0,130,120,33.0,2.0,14.0,95.0,48.0,0.505,46.0,15.0,0.326,23.0,19.0,0.826,33.0,8.0,41.0,26.0,11.0,10.0,240.0,43.0,34.0,25.0,28.0,34.0,18.0,8.0,0.0,19.0,19.0,60.0,14.0,0.0,1.0,5.0,2.0,,2025-11-02
22500155,2025-11-02 21:30:00,Miami,Heat,1610612748,Los Angeles,Lakers,1610612747,0,0.0,120,130,29.0,3.0,7.0,84.0,43.0,0.512,33.0,9.0,0.273,36.0,25.0,0.694,33.0,9.0,42.0,20.0,15.0,-10.0,240.0,36.0,27.0,35.0,22.0,56.0,0.0,10.0,0.0,20.0,16.0,66.0,16.0,0.0,0.0,3.0,3.0,,2025-11-02
22500154,2025-11-02 20:00:00,Phoenix,Suns,1610612756,San Antonio,Spurs,1610612759,1,1.0,130,118,34.0,4.0,8.0,79.0,46.0,0.582,33.0,19.0,0.576,22.0,19.0,0.864,34.0,5.0,39.0,26.0,20.0,12.0,240.0,31.0,39.0,32.0,28.0,50.0,31.0,11.0,5.0,11.0,21.0,38.0,12.0,2.0,1.0,3.0,4.0,,2025-11-02
